 ,Label,Area,Mean,Min,Max,Perim.,IntDen,RawIntDen
515,22946173.tif,362,255,255,255,70.184,92310,92310
516,22946173.tif,276,255,255,255,62.87,70380,70380
517,22946173.tif,242,255,255,255,57.799,61710,61710
518,22946173.tif,204,255,255,255,51.698,52020,52020
519,22946173.tif,244,255,255,255,59.355,62220,62220
520,22946173.tif,265,255,255,255,62.284,67575,67575
521,22946173.tif,219,255,255,255,54.284,55845,55845
522,22946173.tif,292,255,255,255,62.184,74460,74460
523,22946173.tif,309,255,255,255,69.698,78795,78795
524,22946173.tif,248,255,255,255,57.941,63240,63240
525,22946173.tif,316,255,255,255,66.184,80580,80580
526,22946173.tif,354,255,255,255,69.598,90270,90270
527,22946173.tif,270,255,255,255,61.698,68850,68850
528,22946173.tif,80,255,255,255,32.385,20400,20400
529,22946173.tif,301,255,255,255,64.77,76755,76755
530,22946173.tif,216,255,255,255,54.527,55080,55080
531,22946173.tif,393,255,255,255,77.598,100215,100215
532,22946173.tif,250,255,255,255,62.184,63750,63750
533,22946173.tif,271,255,255,255,62.87,69105,69105
534,22946173.tif,377,255,255,255,72.77,96135,96135
535,22946173.tif,289,255,255,255,63.941,73695,73695
536,22946173.tif,254,255,255,255,60.184,64770,64770
537,22946173.tif,332,255,255,255,67.941,84660,84660
538,22946173.tif,372,255,255,255,72.77,94860,94860
539,22946173.tif,426,255,255,255,79.113,108630,108630
540,22946173.tif,312,255,255,255,68.669,79560,79560
541,22946173.tif,273,255,255,255,61.012,69615,69615
542,22946173.tif,394,255,255,255,75.355,100470,100470
543,22946173.tif,453,255,255,255,79.941,115515,115515
544,22946173.tif,272,255,255,255,60.527,69360,69360
545,22946173.tif,247,255,255,255,59.941,62985,62985
546,22946173.tif,263,255,255,255,59.941,67065,67065
547,22946173.tif,309,255,255,255,65.941,78795,78795
548,22946173.tif,486,255,255,255,83.255,123930,123930
549,22946173.tif,364,255,255,255,70.426,92820,92820
550,22946173.tif,221,255,255,255,54.77,56355,56355
551,22946173.tif,345,255,255,255,67.841,87975,87975
552,22946173.tif,436,255,255,255,82.184,111180,111180
553,22946173.tif,211,255,255,255,53.113,53805,53805
554,22946173.tif,353,255,255,255,69.012,90015,90015
555,22946173.tif,275,255,255,255,61.598,70125,70125
556,22946173.tif,375,255,255,255,71.012,95625,95625
557,22946173.tif,277,255,255,255,63.012,70635,70635
558,22946173.tif,481,255,255,255,81.255,122655,122655
559,22946173.tif,299,255,255,255,64.426,76245,76245
560,22946173.tif,428,255,255,255,76.083,109140,109140
561,22946173.tif,285,255,255,255,62.77,72675,72675
562,22946173.tif,274,255,255,255,64.87,69870,69870
563,22946173.tif,296,255,255,255,62.77,75480,75480
564,22946173.tif,280,255,255,255,61.941,71400,71400
565,22946173.tif,195,255,255,255,51.941,49725,49725
566,22946173.tif,312,255,255,255,65.941,79560,79560
567,22946173.tif,343,255,255,255,70.527,87465,87465
568,22946173.tif,226,255,255,255,54.527,57630,57630
569,22946173.tif,226,255,255,255,57.799,57630,57630
570,22946173.tif,391,255,255,255,71.841,99705,99705
571,22946173.tif,228,255,255,255,55.355,58140,58140
572,22946173.tif,232,255,255,255,58.971,59160,59160
573,22946173.tif,210,255,255,255,54.184,53550,53550
574,22946173.tif,243,255,255,255,58.627,61965,61965
575,22946173.tif,313,255,255,255,70.184,79815,79815
576,22946173.tif,345,255,255,255,70.184,87975,87975
577,22946173.tif,391,255,255,255,75.941,99705,99705
578,22946173.tif,249,255,255,255,57.355,63495,63495
579,22946173.tif,265,255,255,255,61.113,67575,67575
580,22946173.tif,313,255,255,255,65.941,79815,79815
581,22946173.tif,236,255,255,255,56.87,60180,60180
582,22946173.tif,300,255,255,255,63.598,76500,76500
583,22946173.tif,292,255,255,255,62.527,74460,74460
584,22946173.tif,196,255,255,255,51.941,49980,49980
585,22946173.tif,238,255,255,255,56.184,60690,60690
586,22946173.tif,388,255,255,255,73.255,98940,98940
587,22946173.tif,293,255,255,255,63.012,74715,74715
588,22946173.tif,255,255,255,255,57.941,65025,65025
589,22946173.tif,339,255,255,255,67.598,86445,86445
590,22946173.tif,258,255,255,255,61.941,65790,65790
591,22946173.tif,499,255,255,255,82.912,127245,127245
592,22946173.tif,285,255,255,255,62.77,72675,72675
593,22946173.tif,299,255,255,255,68.77,76245,76245
594,22946173.tif,318,255,255,255,66.527,81090,81090
595,22946173.tif,233,255,255,255,57.698,59415,59415
596,22946173.tif,441,255,255,255,79.012,112455,112455
597,22946173.tif,294,255,255,255,63.841,74970,74970
598,22946173.tif,355,255,255,255,70.527,90525,90525
599,22946173.tif,283,255,255,255,63.113,72165,72165
600,22946173.tif,351,255,255,255,68.77,89505,89505
601,22946173.tif,449,255,255,255,78.083,114495,114495
602,22946173.tif,368,255,255,255,69.598,93840,93840
603,22946173.tif,220,255,255,255,57.598,56100,56100
604,22946173.tif,257,255,255,255,59.355,65535,65535
605,22946173.tif,272,255,255,255,61.355,69360,69360
606,22946173.tif,303,255,255,255,63.598,77265,77265
607,22946173.tif,290,255,255,255,64.77,73950,73950
608,22946173.tif,353,255,255,255,70.184,90015,90015
609,22946173.tif,301,255,255,255,63.598,76755,76755
610,22946173.tif,276,255,255,255,60.77,70380,70380
611,22946173.tif,298,255,255,255,63.941,75990,75990
612,22946173.tif,297,255,255,255,62.527,75735,75735
613,22946173.tif,301,255,255,255,64.426,76755,76755
614,22946173.tif,355,255,255,255,69.698,90525,90525
615,22946173.tif,500,255,255,255,88.669,127500,127500
616,22946173.tif,272,255,255,255,61.941,69360,69360
617,22946173.tif,383,255,255,255,72.527,97665,97665
618,22946173.tif,292,255,255,255,64.77,74460,74460
619,22946173.tif,271,255,255,255,60.527,69105,69105
620,22946173.tif,350,255,255,255,69.012,89250,89250
621,22946173.tif,246,255,255,255,56.527,62730,62730
622,22946173.tif,380,255,255,255,71.255,96900,96900
623,22946173.tif,416,255,255,255,76.426,106080,106080
624,22946173.tif,237,255,255,255,55.355,60435,60435
625,22946173.tif,435,255,255,255,80.669,110925,110925
626,22946173.tif,215,255,255,255,54.77,54825,54825
627,22946173.tif,351,255,255,255,69.012,89505,89505
628,22946173.tif,271,255,255,255,59.941,69105,69105
629,22946173.tif,311,255,255,255,67.113,79305,79305
630,22946173.tif,427,255,255,255,80.912,108885,108885
631,22946173.tif,299,255,255,255,63.355,76245,76245
632,22946173.tif,365,255,255,255,71.698,93075,93075
633,22946173.tif,243,255,255,255,56.87,61965,61965
634,22946173.tif,276,255,255,255,60.527,70380,70380
635,22946173.tif,345,255,255,255,69.113,87975,87975
636,22946173.tif,432,255,255,255,80.426,110160,110160
637,22946173.tif,266,255,255,255,59.355,67830,67830
638,22946173.tif,264,255,255,255,59.113,67320,67320
639,22946173.tif,126,255,255,255,46.627,32130,32130
640,22946173.tif,280,255,255,255,61.355,71400,71400
641,22946173.tif,302,255,255,255,64.184,77010,77010
642,22946173.tif,341,255,255,255,68.669,86955,86955
643,22946173.tif,333,255,255,255,67.941,84915,84915
644,22946173.tif,217,255,255,255,53.456,55335,55335
645,22946173.tif,270,255,255,255,60.184,68850,68850
646,22946173.tif,499,255,255,255,83.74,127245,127245
647,22946173.tif,446,255,255,255,83.355,113730,113730
648,22946173.tif,279,255,255,255,65.213,71145,71145
649,22946173.tif,495,255,255,255,82.426,126225,126225
650,22946173.tif,402,255,255,255,74.426,102510,102510
651,22946173.tif,264,255,255,255,60.184,67320,67320
652,22946173.tif,275,255,255,255,60.527,70125,70125
653,22946173.tif,284,255,255,255,62.627,72420,72420
654,22946173.tif,296,255,255,255,63.012,75480,75480
655,22946173.tif,397,255,255,255,74.184,101235,101235
656,22946173.tif,317,255,255,255,66.426,80835,80835
657,22946173.tif,244,255,255,255,57.698,62220,62220
658,22946173.tif,304,255,255,255,64.77,77520,77520
659,22946173.tif,240,255,255,255,56.77,61200,61200
660,22946173.tif,306,255,255,255,64.77,78030,78030
661,22946173.tif,159,255,255,255,48.971,40545,40545
662,22946173.tif,270,255,255,255,60.527,68850,68850
663,22946173.tif,286,255,255,255,62.77,72930,72930
664,22946173.tif,471,255,255,255,79.497,120105,120105
665,22946173.tif,230,255,255,255,58.184,58650,58650
666,22946173.tif,382,255,255,255,75.113,97410,97410
667,22946173.tif,348,255,255,255,71.841,88740,88740
668,22946173.tif,352,255,255,255,69.355,89760,89760
669,22946173.tif,426,255,255,255,79.255,108630,108630
670,22946173.tif,262,255,255,255,58.527,66810,66810
671,22946173.tif,335,255,255,255,69.841,85425,85425
672,22946173.tif,332,255,255,255,66.77,84660,84660
673,22946173.tif,243,255,255,255,60.042,61965,61965
674,22946173.tif,398,255,255,255,75.012,101490,101490
675,22946173.tif,298,255,255,255,65.355,75990,75990
676,22946173.tif,290,255,255,255,62.77,73950,73950
677,22946173.tif,447,255,255,255,77.598,113985,113985
678,22946173.tif,252,255,255,255,59.698,64260,64260
679,22946173.tif,438,255,255,255,76.77,111690,111690
680,22946173.tif,281,255,255,255,61.941,71655,71655
681,22946173.tif,209,255,255,255,55.598,53295,53295
682,22946173.tif,238,255,255,255,60.042,60690,60690
683,22946173.tif,289,255,255,255,63.012,73695,73695
684,22946173.tif,404,255,255,255,73.355,103020,103020
685,22946173.tif,258,255,255,255,59.355,65790,65790
686,22946173.tif,274,255,255,255,62.184,69870,69870
687,22946173.tif,348,255,255,255,71.598,88740,88740
688,22946173.tif,278,255,255,255,61.598,70890,70890
689,22946173.tif,260,255,255,255,59.355,66300,66300
690,22946173.tif,275,255,255,255,65.698,70125,70125
691,22946173.tif,244,255,255,255,58.184,62220,62220
692,22946173.tif,250,255,255,255,58.527,63750,63750
693,22946173.tif,234,255,255,255,55.113,59670,59670
694,22946173.tif,296,255,255,255,63.355,75480,75480
695,22946173.tif,368,255,255,255,71.355,93840,93840
696,22946173.tif,206,255,255,255,53.698,52530,52530
697,22946173.tif,254,255,255,255,60.426,64770,64770
698,22946173.tif,322,255,255,255,66.77,82110,82110
699,22946173.tif,272,255,255,255,61.598,69360,69360
700,22946173.tif,268,255,255,255,60.527,68340,68340
701,22946173.tif,274,255,255,255,65.213,69870,69870
702,22946173.tif,319,255,255,255,67.012,81345,81345
703,22946173.tif,346,255,255,255,69.255,88230,88230
704,22946173.tif,273,255,255,255,61.355,69615,69615
705,22946173.tif,360,255,255,255,73.012,91800,91800
706,22946173.tif,393,255,255,255,73.012,100215,100215
707,22946173.tif,286,255,255,255,63.113,72930,72930
708,22946173.tif,500,255,255,255,83.841,127500,127500
709,22946173.tif,339,255,255,255,68.184,86445,86445
710,22946173.tif,428,255,255,255,77.598,109140,109140
711,22946173.tif,264,255,255,255,59.113,67320,67320
712,22946173.tif,430,255,255,255,76.77,109650,109650
713,22946173.tif,395,255,255,255,73.012,100725,100725
714,22946173.tif,278,255,255,255,61.598,70890,70890
715,22946173.tif,285,255,255,255,64.184,72675,72675
716,22946173.tif,354,255,255,255,70.426,90270,90270
717,22946173.tif,318,255,255,255,67.598,81090,81090
718,22946173.tif,248,255,255,255,57.941,63240,63240
719,22946173.tif,313,255,255,255,63.941,79815,79815
720,22946173.tif,431,255,255,255,77.255,109905,109905
721,22946173.tif,251,255,255,255,59.598,64005,64005
722,22946173.tif,250,255,255,255,57.941,63750,63750
723,22946173.tif,298,255,255,255,63.598,75990,75990
724,22946173.tif,303,255,255,255,63.941,77265,77265
725,22946173.tif,296,255,255,255,66.326,75480,75480
726,22946173.tif,286,255,255,255,63.941,72930,72930
727,22946173.tif,254,255,255,255,57.698,64770,64770
728,22946173.tif,263,255,255,255,62.87,67065,67065
729,22946173.tif,345,255,255,255,68.77,87975,87975
730,22946173.tif,314,255,255,255,66.184,80070,80070
731,22946173.tif,252,255,255,255,58.77,64260,64260
732,22946173.tif,402,255,255,255,74.669,102510,102510
733,22946173.tif,377,255,255,255,72.426,96135,96135
734,22946173.tif,259,255,255,255,59.113,66045,66045
735,22946173.tif,277,255,255,255,60.77,70635,70635
736,22946173.tif,278,255,255,255,62.87,70890,70890
737,22946173.tif,266,255,255,255,60.77,67830,67830
738,22946173.tif,282,255,255,255,61.113,71910,71910
739,22946173.tif,255,255,255,255,59.113,65025,65025
740,22946173.tif,424,255,255,255,76.426,108120,108120
741,22946173.tif,235,255,255,255,55.113,59925,59925
742,22946173.tif,343,255,255,255,69.255,87465,87465
743,22946173.tif,278,255,255,255,60.87,70890,70890
744,22946173.tif,243,255,255,255,59.255,61965,61965
745,22946173.tif,266,255,255,255,59.598,67830,67830
746,22946173.tif,258,255,255,255,60.87,65790,65790
747,22946173.tif,294,255,255,255,62.77,74970,74970
748,22946173.tif,329,255,255,255,66.184,83895,83895
749,22946173.tif,365,255,255,255,69.598,93075,93075
750,22946173.tif,241,255,255,255,56.184,61455,61455
751,22946173.tif,279,255,255,255,61.355,71145,71145
752,22946173.tif,242,255,255,255,57.941,61710,61710
753,22946173.tif,253,255,255,255,57.355,64515,64515
754,22946173.tif,203,255,255,255,52.87,51765,51765
755,22946173.tif,235,255,255,255,58.527,59925,59925
756,22946173.tif,335,255,255,255,67.941,85425,85425
757,22946173.tif,269,255,255,255,59.941,68595,68595
758,22946173.tif,272,255,255,255,59.598,69360,69360
759,22946173.tif,318,255,255,255,68.77,81090,81090
760,22946173.tif,273,255,255,255,61.355,69615,69615
761,22946173.tif,200,255,255,255,52.87,51000,51000
762,22946173.tif,329,255,255,255,67.355,83895,83895
763,22946173.tif,290,255,255,255,63.841,73950,73950
764,22946173.tif,285,255,255,255,61.355,72675,72675
765,22946173.tif,226,255,255,255,55.456,57630,57630
766,22946173.tif,409,255,255,255,75.598,104295,104295
767,22946173.tif,281,255,255,255,61.598,71655,71655
768,22946173.tif,344,255,255,255,68.426,87720,87720
769,22946173.tif,243,255,255,255,57.941,61965,61965
770,22946173.tif,319,255,255,255,68.184,81345,81345
771,22946173.tif,294,255,255,255,65.355,74970,74970
772,22946173.tif,248,255,255,255,57.355,63240,63240
773,22946173.tif,293,255,255,255,62.77,74715,74715
774,22946173.tif,270,255,255,255,62.284,68850,68850
775,22946173.tif,336,255,255,255,69.355,85680,85680
776,22946173.tif,299,255,255,255,64.184,76245,76245
777,22946173.tif,204,255,255,255,53.113,52020,52020
778,22946173.tif,428,255,255,255,79.012,109140,109140
779,22946173.tif,341,255,255,255,67.598,86955,86955
780,22946173.tif,249,255,255,255,58.77,63495,63495
781,22946173.tif,333,255,255,255,71.012,84915,84915
782,22946173.tif,372,255,255,255,72.426,94860,94860
783,22946173.tif,278,255,255,255,60.527,70890,70890
784,22946173.tif,240,255,255,255,58.527,61200,61200
785,22946173.tif,219,255,255,255,56.87,55845,55845
786,22946173.tif,317,255,255,255,66.426,80835,80835
787,22946173.tif,362,255,255,255,70.184,92310,92310
788,22946173.tif,405,255,255,255,74.426,103275,103275
789,22946173.tif,443,255,255,255,77.497,112965,112965
790,22946173.tif,239,255,255,255,60.042,60945,60945
791,22946173.tif,223,255,255,255,55.012,56865,56865
792,22946173.tif,315,255,255,255,63.941,80325,80325
793,22946173.tif,246,255,255,255,59.113,62730,62730
794,22946173.tif,277,255,255,255,61.355,70635,70635
795,22946173.tif,254,255,255,255,57.941,64770,64770
796,22946173.tif,285,255,255,255,62.527,72675,72675
797,22946173.tif,252,255,255,255,60.184,64260,64260
798,22946173.tif,334,255,255,255,67.012,85170,85170
799,22946173.tif,297,255,255,255,66.284,75735,75735
800,22946173.tif,256,255,255,255,60.184,65280,65280
801,22946173.tif,268,255,255,255,61.113,68340,68340
802,22946173.tif,251,255,255,255,59.941,64005,64005
803,22946173.tif,218,255,255,255,57.113,55590,55590
804,22946173.tif,381,255,255,255,77.012,97155,97155
805,22946173.tif,346,255,255,255,71.113,88230,88230
806,22946173.tif,274,255,255,255,61.113,69870,69870
807,22946173.tif,289,255,255,255,62.77,73695,73695
808,22946173.tif,265,255,255,255,60.77,67575,67575
809,22946173.tif,382,255,255,255,73.841,97410,97410
810,22946173.tif,259,255,255,255,60.527,66045,66045
811,22946173.tif,281,255,255,255,60.527,71655,71655
812,22946173.tif,284,255,255,255,63.255,72420,72420
813,22946173.tif,330,255,255,255,67.355,84150,84150
814,22946173.tif,435,255,255,255,77.255,110925,110925
815,22946173.tif,276,255,255,255,65.255,70380,70380
816,22946173.tif,275,255,255,255,61.355,70125,70125
817,22946173.tif,345,255,255,255,68.77,87975,87975
818,22946173.tif,368,255,255,255,71.012,93840,93840
819,22946173.tif,496,255,255,255,85.598,126480,126480
820,22946173.tif,271,255,255,255,60.77,69105,69105
821,22946173.tif,241,255,255,255,58.87,61455,61455
822,22946173.tif,289,255,255,255,61.355,73695,73695
823,22946173.tif,423,255,255,255,76.184,107865,107865
824,22946173.tif,267,255,255,255,60.87,68085,68085
825,22946173.tif,337,255,255,255,69.941,85935,85935
826,22946173.tif,197,255,255,255,55.941,50235,50235
827,22946173.tif,253,255,255,255,57.113,64515,64515
828,22946173.tif,250,255,255,255,58.284,63750,63750
829,22946173.tif,257,255,255,255,59.113,65535,65535
830,22946173.tif,349,255,255,255,70.326,88995,88995
831,22946173.tif,318,255,255,255,65.355,81090,81090
832,22946173.tif,243,255,255,255,61.012,61965,61965
833,22946173.tif,495,255,255,255,83.497,126225,126225
834,22946173.tif,298,255,255,255,63.598,75990,75990
835,22946173.tif,372,255,255,255,71.012,94860,94860
836,22946173.tif,238,255,255,255,56.527,60690,60690
837,22946173.tif,280,255,255,255,61.113,71400,71400
838,22946173.tif,302,255,255,255,64.184,77010,77010
839,22946173.tif,235,255,255,255,57.113,59925,59925
840,22946173.tif,238,255,255,255,57.355,60690,60690
841,22946173.tif,266,255,255,255,60.77,67830,67830
842,22946173.tif,412,255,255,255,78.426,105060,105060
843,22946173.tif,473,255,255,255,81.012,120615,120615
844,22946173.tif,476,255,255,255,83.012,121380,121380
845,22946173.tif,370,255,255,255,71.598,94350,94350
846,22946173.tif,357,255,255,255,71.012,91035,91035
847,22946173.tif,286,255,255,255,63.355,72930,72930
848,22946173.tif,326,255,255,255,66.77,83130,83130
849,22946173.tif,396,255,255,255,73.841,100980,100980
850,22946173.tif,254,255,255,255,59.113,64770,64770
851,22946173.tif,265,255,255,255,59.941,67575,67575
852,22946173.tif,249,255,255,255,57.456,63495,63495
853,22946173.tif,295,255,255,255,64.083,75225,75225
854,22946173.tif,396,255,255,255,72.426,100980,100980
855,22946173.tif,275,255,255,255,60.77,70125,70125
856,22946173.tif,259,255,255,255,61.598,66045,66045
857,22946173.tif,293,255,255,255,62.77,74715,74715
858,22946173.tif,360,255,255,255,69.598,91800,91800
859,22946173.tif,248,255,255,255,57.941,63240,63240
860,22946173.tif,445,255,255,255,84.669,113475,113475
861,22946173.tif,265,255,255,255,61.355,67575,67575
862,22946173.tif,239,255,255,255,56.527,60945,60945
863,22946173.tif,394,255,255,255,75.255,100470,100470
864,22946173.tif,288,255,255,255,64.527,73440,73440
865,22946173.tif,244,255,255,255,57.355,62220,62220
866,22946173.tif,262,255,255,255,58.527,66810,66810
867,22946173.tif,219,255,255,255,54.77,55845,55845
868,22946173.tif,243,255,255,255,60.627,61965,61965
869,22946173.tif,272,255,255,255,60.527,69360,69360
870,22946173.tif,297,255,255,255,62.77,75735,75735
871,22946173.tif,267,255,255,255,61.355,68085,68085
872,22946173.tif,278,255,255,255,61.941,70890,70890
873,22946173.tif,243,255,255,255,58.184,61965,61965
874,22946173.tif,350,255,255,255,69.841,89250,89250
875,22946173.tif,490,255,255,255,83.841,124950,124950
876,22946173.tif,368,255,255,255,70.426,93840,93840
877,22946173.tif,221,255,255,255,53.698,56355,56355
878,22946173.tif,428,255,255,255,75.598,109140,109140
879,22946173.tif,270,255,255,255,59.941,68850,68850
880,22946173.tif,365,255,255,255,70.426,93075,93075
881,22946173.tif,395,255,255,255,74.426,100725,100725
882,22946173.tif,442,255,255,255,80.083,112710,112710
883,22946173.tif,272,255,255,255,62.184,69360,69360
884,22946173.tif,261,255,255,255,62.184,66555,66555
885,22946173.tif,241,255,255,255,56.527,61455,61455
886,22946173.tif,495,255,255,255,81.255,126225,126225
887,22946173.tif,215,255,255,255,55.598,54825,54825
888,22946173.tif,237,255,255,255,56.77,60435,60435
889,22946173.tif,243,255,255,255,57.355,61965,61965
890,22946173.tif,235,255,255,255,56.184,59925,59925
891,22946173.tif,251,255,255,255,58.77,64005,64005
892,22946173.tif,452,255,255,255,78.669,115260,115260
893,22946173.tif,445,255,255,255,88.083,113475,113475
894,22946173.tif,325,255,255,255,66.87,82875,82875
895,22946173.tif,376,255,255,255,74.184,95880,95880
896,22946173.tif,251,255,255,255,58.284,64005,64005
897,22946173.tif,327,255,255,255,67.355,83385,83385
898,22946173.tif,265,255,255,255,61.841,67575,67575
899,22946173.tif,280,255,255,255,61.698,71400,71400
900,22946173.tif,368,255,255,255,73.941,93840,93840
901,22946173.tif,249,255,255,255,59.113,63495,63495
902,22946173.tif,302,255,255,255,67.355,77010,77010
903,22946173.tif,427,255,255,255,84.326,108885,108885
904,22946173.tif,294,255,255,255,63.355,74970,74970
905,22946173.tif,375,255,255,255,72.527,95625,95625
906,22946173.tif,407,255,255,255,76.426,103785,103785
907,22946173.tif,463,255,255,255,78.426,118065,118065
908,22946173.tif,416,255,255,255,74.426,106080,106080
909,22946173.tif,363,255,255,255,70.77,92565,92565
910,22946173.tif,279,255,255,255,61.355,71145,71145
911,22946173.tif,299,255,255,255,65.012,76245,76245
912,22946173.tif,257,255,255,255,61.355,65535,65535
913,22946173.tif,231,255,255,255,58.669,58905,58905
914,22946173.tif,279,255,255,255,61.941,71145,71145
915,22946173.tif,249,255,255,255,57.113,63495,63495
916,22946173.tif,284,255,255,255,62.527,72420,72420
917,22946173.tif,288,255,255,255,63.255,73440,73440
918,22946173.tif,241,255,255,255,57.113,61455,61455
919,22946173.tif,238,255,255,255,56.527,60690,60690
920,22946173.tif,258,255,255,255,58.527,65790,65790
921,22946173.tif,276,255,255,255,64.184,70380,70380
922,22946173.tif,309,255,255,255,68.042,78795,78795
923,22946173.tif,247,255,255,255,57.598,62985,62985
924,22946173.tif,206,255,255,255,53.456,52530,52530
925,22946173.tif,278,255,255,255,61.355,70890,70890
926,22946173.tif,269,255,255,255,60.77,68595,68595
927,22946173.tif,242,255,255,255,57.355,61710,61710
928,22946173.tif,265,255,255,255,59.941,67575,67575
929,22946173.tif,258,255,255,255,60.527,65790,65790
930,22946173.tif,343,255,255,255,70.77,87465,87465
931,22946173.tif,255,255,255,255,57.355,65025,65025
932,22946173.tif,254,255,255,255,62.669,64770,64770
933,22946173.tif,245,255,255,255,61.012,62475,62475
934,22946173.tif,457,255,255,255,86.083,116535,116535
935,22946173.tif,368,255,255,255,72.527,93840,93840
936,22946173.tif,238,255,255,255,55.941,60690,60690
937,22946173.tif,277,255,255,255,61.012,70635,70635
938,22946173.tif,423,255,255,255,76.426,107865,107865
939,22946173.tif,295,255,255,255,63.355,75225,75225
940,22946173.tif,344,255,255,255,68.184,87720,87720
941,22946173.tif,397,255,255,255,73.012,101235,101235
942,22946173.tif,246,255,255,255,57.355,62730,62730
943,22946173.tif,248,255,255,255,58.184,63240,63240
944,22946173.tif,292,255,255,255,63.698,74460,74460
945,22946173.tif,359,255,255,255,69.598,91545,91545
946,22946173.tif,269,255,255,255,61.355,68595,68595
947,22946173.tif,280,255,255,255,62.284,71400,71400
948,22946173.tif,453,255,255,255,80.669,115515,115515
949,22946173.tif,215,255,255,255,53.698,54825,54825
950,22946173.tif,231,255,255,255,57.456,58905,58905
951,22946173.tif,259,255,255,255,59.941,66045,66045
952,22946173.tif,256,255,255,255,58.527,65280,65280
953,22946173.tif,333,255,255,255,66.426,84915,84915
954,22946173.tif,226,255,255,255,57.355,57630,57630
955,22946173.tif,250,255,255,255,58.77,63750,63750
956,22946173.tif,265,255,255,255,61.012,67575,67575
957,22946173.tif,297,255,255,255,64.669,75735,75735
958,22946173.tif,249,255,255,255,58.527,63495,63495
959,22946173.tif,267,255,255,255,62.527,68085,68085
960,22946173.tif,381,255,255,255,73.255,97155,97155
961,22946173.tif,338,255,255,255,67.598,86190,86190
962,22946173.tif,265,255,255,255,58.527,67575,67575
963,22946173.tif,279,255,255,255,63.941,71145,71145
964,22946173.tif,367,255,255,255,71.841,93585,93585
965,22946173.tif,277,255,255,255,61.698,70635,70635
966,22946173.tif,251,255,255,255,58.77,64005,64005
967,22946173.tif,243,255,255,255,59.941,61965,61965
968,22946173.tif,266,255,255,255,60.527,67830,67830
969,22946173.tif,261,255,255,255,60.184,66555,66555
970,22946173.tif,228,255,255,255,54.284,58140,58140
971,22946173.tif,285,255,255,255,63.598,72675,72675
972,22946173.tif,370,255,255,255,70.184,94350,94350
973,22946173.tif,290,255,255,255,63.355,73950,73950
974,22946173.tif,417,255,255,255,75.255,106335,106335
975,22946173.tif,241,255,255,255,58.042,61455,61455
976,22946173.tif,224,255,255,255,54.284,57120,57120
977,22946173.tif,252,255,255,255,58.527,64260,64260
978,22946173.tif,252,255,255,255,59.255,64260,64260
979,22946173.tif,372,255,255,255,75.012,94860,94860
980,22946173.tif,261,255,255,255,60.77,66555,66555
981,22946173.tif,279,255,255,255,62.77,71145,71145
982,22946173.tif,227,255,255,255,55.841,57885,57885
983,22946173.tif,235,255,255,255,56.527,59925,59925
984,22946173.tif,273,255,255,255,61.941,69615,69615
985,22946173.tif,293,255,255,255,63.355,74715,74715
986,22946173.tif,474,255,255,255,89.74,120870,120870
987,22946173.tif,268,255,255,255,61.355,68340,68340
988,22946173.tif,334,255,255,255,70.184,85170,85170
989,22946173.tif,261,255,255,255,59.113,66555,66555
990,22946173.tif,264,255,255,255,59.355,67320,67320
991,22946173.tif,256,255,255,255,60.184,65280,65280
992,22946173.tif,276,255,255,255,61.698,70380,70380
993,22946173.tif,251,255,255,255,59.113,64005,64005
994,22946173.tif,235,255,255,255,57.012,59925,59925
995,22946173.tif,426,255,255,255,76.669,108630,108630
996,22946173.tif,285,255,255,255,65.841,72675,72675
997,22946173.tif,273,255,255,255,59.941,69615,69615
998,22946173.tif,397,255,255,255,75.012,101235,101235
999,22946173.tif,270,255,255,255,63.255,68850,68850
1000,22946173.tif,355,255,255,255,71.841,90525,90525
1001,22946173.tif,447,255,255,255,78.77,113985,113985
1002,22946173.tif,248,255,255,255,60.184,63240,63240
1003,22946173.tif,268,255,255,255,63.941,68340,68340
1004,22946173.tif,478,255,255,255,83.255,121890,121890
1005,22946173.tif,492,255,255,255,82.083,125460,125460
1006,22946173.tif,270,255,255,255,61.355,68850,68850
1007,22946173.tif,256,255,255,255,58.527,65280,65280
1008,22946173.tif,253,255,255,255,57.941,64515,64515
1009,22946173.tif,479,255,255,255,82.083,122145,122145
1010,22946173.tif,250,255,255,255,60.426,63750,63750
1011,22946173.tif,264,255,255,255,59.941,67320,67320
1012,22946173.tif,282,255,255,255,63.012,71910,71910
1013,22946173.tif,258,255,255,255,61.941,65790,65790
1014,22946173.tif,271,255,255,255,61.698,69105,69105
1015,22946173.tif,486,255,255,255,83.012,123930,123930
1016,22946173.tif,283,255,255,255,61.598,72165,72165
1017,22946173.tif,369,255,255,255,73.841,94095,94095
1018,22946173.tif,325,255,255,255,66.77,82875,82875
1019,22946173.tif,345,255,255,255,69.598,87975,87975
1020,22946173.tif,268,255,255,255,60.184,68340,68340
1021,22946173.tif,448,255,255,255,78.184,114240,114240
1022,22946173.tif,240,255,255,255,56.527,61200,61200
1023,22946173.tif,243,255,255,255,57.698,61965,61965
1024,22946173.tif,266,255,255,255,60.527,67830,67830
1025,22946173.tif,257,255,255,255,59.355,65535,65535
1026,22946173.tif,187,255,255,255,50.284,47685,47685
1027,22946173.tif,233,255,255,255,57.355,59415,59415
1028,22946173.tif,291,255,255,255,64.184,74205,74205
1029,22946173.tif,263,255,255,255,59.941,67065,67065
1030,22946173.tif,259,255,255,255,59.113,66045,66045
