 ,Label,Area,Mean,Min,Max,Perim.,IntDen,RawIntDen
1031,22946173.tif,406,255,255,255,76.184,103530,103530
1032,22946173.tif,277,255,255,255,61.355,70635,70635
1033,22946173.tif,257,255,255,255,60.184,65535,65535
1034,22946173.tif,252,255,255,255,57.355,64260,64260
1035,22946173.tif,326,255,255,255,66.426,83130,83130
1036,22946173.tif,198,255,255,255,53.113,50490,50490
1037,22946173.tif,278,255,255,255,61.355,70890,70890
1038,22946173.tif,401,255,255,255,75.255,102255,102255
1039,22946173.tif,375,255,255,255,72.284,95625,95625
1040,22946173.tif,286,255,255,255,62.527,72930,72930
1041,22946173.tif,266,255,255,255,62.184,67830,67830
1042,22946173.tif,305,255,255,255,64.77,77775,77775
1043,22946173.tif,223,255,255,255,54.77,56865,56865
1044,22946173.tif,246,255,255,255,57.698,62730,62730
1045,22946173.tif,232,255,255,255,55.941,59160,59160
1046,22946173.tif,230,255,255,255,55.941,58650,58650
1047,22946173.tif,396,255,255,255,74.912,100980,100980
1048,22946173.tif,336,255,255,255,67.355,85680,85680
1049,22946173.tif,273,255,255,255,62.527,69615,69615
1050,22946173.tif,239,255,255,255,58.042,60945,60945
1051,22946173.tif,265,255,255,255,61.355,67575,67575
1052,22946173.tif,249,255,255,255,57.355,63495,63495
1053,22946173.tif,214,255,255,255,55.598,54570,54570
1054,22946173.tif,285,255,255,255,63.941,72675,72675
1055,22946173.tif,291,255,255,255,63.598,74205,74205
1056,22946173.tif,259,255,255,255,61.113,66045,66045
1057,22946173.tif,273,255,255,255,63.598,69615,69615
1058,22946173.tif,249,255,255,255,58.77,63495,63495
1059,22946173.tif,323,255,255,255,67.012,82365,82365
1060,22946173.tif,467,255,255,255,80.669,119085,119085
1061,22946173.tif,388,255,255,255,71.355,98940,98940
1062,22946173.tif,463,255,255,255,79.841,118065,118065
1063,22946173.tif,279,255,255,255,62.184,71145,71145
1064,22946173.tif,212,255,255,255,55.355,54060,54060
1065,22946173.tif,446,255,255,255,77.841,113730,113730
1066,22946173.tif,370,255,255,255,71.698,94350,94350
1067,22946173.tif,220,255,255,255,54.77,56100,56100
1068,22946173.tif,271,255,255,255,62.184,69105,69105
1069,22946173.tif,232,255,255,255,55.698,59160,59160
1070,22946173.tif,253,255,255,255,59.355,64515,64515
1071,22946173.tif,251,255,255,255,58.184,64005,64005
1072,22946173.tif,467,255,255,255,80.77,119085,119085
1073,22946173.tif,324,255,255,255,67.012,82620,82620
1074,22946173.tif,247,255,255,255,58.77,62985,62985
1075,22946173.tif,258,255,255,255,58.284,65790,65790
1076,22946173.tif,375,255,255,255,73.012,95625,95625
1077,22946173.tif,472,255,255,255,79.255,120360,120360
1078,22946173.tif,406,255,255,255,76.184,103530,103530
1079,22946173.tif,264,255,255,255,61.012,67320,67320
1080,22946173.tif,383,255,255,255,73.012,97665,97665
1081,22946173.tif,352,255,255,255,68.426,89760,89760
1082,22946173.tif,275,255,255,255,63.355,70125,70125
1083,22946173.tif,469,255,255,255,79.255,119595,119595
1084,22946173.tif,234,255,255,255,58.284,59670,59670
1085,22946173.tif,267,255,255,255,61.355,68085,68085
1086,22946173.tif,255,255,255,255,61.941,65025,65025
1087,22946173.tif,300,255,255,255,64.527,76500,76500
1088,22946173.tif,204,255,255,255,54.284,52020,52020
1089,22946173.tif,240,255,255,255,57.113,61200,61200
1090,22946173.tif,449,255,255,255,77.841,114495,114495
1091,22946173.tif,268,255,255,255,61.941,68340,68340
1092,22946173.tif,262,255,255,255,58.87,66810,66810
1093,22946173.tif,291,255,255,255,64.184,74205,74205
1094,22946173.tif,283,255,255,255,61.355,72165,72165
1095,22946173.tif,241,255,255,255,57.698,61455,61455
1096,22946173.tif,328,255,255,255,67.941,83640,83640
1097,22946173.tif,350,255,255,255,68.284,89250,89250
1098,22946173.tif,376,255,255,255,71.698,95880,95880
1099,22946173.tif,245,255,255,255,58.284,62475,62475
1100,22946173.tif,193,255,255,255,51.698,49215,49215
1101,22946173.tif,233,255,255,255,57.698,59415,59415
1102,22946173.tif,273,255,255,255,60.77,69615,69615
1103,22946173.tif,500,255,255,255,81.497,127500,127500
1104,22946173.tif,271,255,255,255,61.355,69105,69105
1105,22946173.tif,248,255,255,255,59.355,63240,63240
1106,22946173.tif,261,255,255,255,59.941,66555,66555
1107,22946173.tif,346,255,255,255,69.012,88230,88230
1108,22946173.tif,252,255,255,255,57.941,64260,64260
1109,22946173.tif,302,255,255,255,66.184,77010,77010
1110,22946173.tif,388,255,255,255,71.841,98940,98940
1111,22946173.tif,339,255,255,255,68.426,86445,86445
1112,22946173.tif,254,255,255,255,61.113,64770,64770
1113,22946173.tif,249,255,255,255,60.426,63495,63495
1114,22946173.tif,274,255,255,255,61.113,69870,69870
1115,22946173.tif,380,255,255,255,72.426,96900,96900
1116,22946173.tif,249,255,255,255,57.355,63495,63495
1117,22946173.tif,248,255,255,255,57.113,63240,63240
1118,22946173.tif,262,255,255,255,59.941,66810,66810
1119,22946173.tif,439,255,255,255,77.012,111945,111945
1120,22946173.tif,266,255,255,255,59.941,67830,67830
1121,22946173.tif,290,255,255,255,63.113,73950,73950
1122,22946173.tif,280,255,255,255,59.941,71400,71400
1123,22946173.tif,255,255,255,255,59.113,65025,65025
1124,22946173.tif,235,255,255,255,55.941,59925,59925
1125,22946173.tif,371,255,255,255,75.012,94605,94605
1126,22946173.tif,269,255,255,255,61.355,68595,68595
1127,22946173.tif,274,255,255,255,61.841,69870,69870
1128,22946173.tif,452,255,255,255,78.083,115260,115260
1129,22946173.tif,211,255,255,255,52.527,53805,53805
1130,22946173.tif,487,255,255,255,82.669,124185,124185
1131,22946173.tif,333,255,255,255,67.941,84915,84915
1132,22946173.tif,349,255,255,255,73.456,88995,88995
1133,22946173.tif,377,255,255,255,73.698,96135,96135
1134,22946173.tif,190,255,255,255,51.698,48450,48450
1135,22946173.tif,304,255,255,255,64.87,77520,77520
1136,22946173.tif,360,255,255,255,70.527,91800,91800
1137,22946173.tif,350,255,255,255,75.355,89250,89250
1138,22946173.tif,294,255,255,255,63.355,74970,74970
1139,22946173.tif,233,255,255,255,56.527,59415,59415
1140,22946173.tif,275,255,255,255,62.87,70125,70125
1141,22946173.tif,470,255,255,255,79.255,119850,119850
1142,22946173.tif,289,255,255,255,63.598,73695,73695
1143,22946173.tif,256,255,255,255,58.527,65280,65280
1144,22946173.tif,280,255,255,255,62.87,71400,71400
1145,22946173.tif,365,255,255,255,69.355,93075,93075
1146,22946173.tif,269,255,255,255,60.77,68595,68595
1147,22946173.tif,399,255,255,255,75.012,101745,101745
1148,22946173.tif,276,255,255,255,60.77,70380,70380
1149,22946173.tif,297,255,255,255,63.941,75735,75735
1150,22946173.tif,267,255,255,255,60.284,68085,68085
1151,22946173.tif,296,255,255,255,66.87,75480,75480
1152,22946173.tif,268,255,255,255,61.355,68340,68340
1153,22946173.tif,302,255,255,255,64.77,77010,77010
1154,22946173.tif,259,255,255,255,59.456,66045,66045
1155,22946173.tif,354,255,255,255,69.598,90270,90270
1156,22946173.tif,232,255,255,255,57.456,59160,59160
1157,22946173.tif,346,255,255,255,69.012,88230,88230
1158,22946173.tif,308,255,255,255,64.184,78540,78540
1159,22946173.tif,258,255,255,255,58.527,65790,65790
1160,22946173.tif,368,255,255,255,71.012,93840,93840
1161,22946173.tif,338,255,255,255,68.426,86190,86190
1162,22946173.tif,418,255,255,255,76.669,106590,106590
1163,22946173.tif,322,255,255,255,66.77,82110,82110
1164,22946173.tif,276,255,255,255,61.941,70380,70380
1165,22946173.tif,473,255,255,255,82.184,120615,120615
1166,22946173.tif,285,255,255,255,64.284,72675,72675
1167,22946173.tif,190,255,255,255,51.941,48450,48450
1168,22946173.tif,344,255,255,255,67.841,87720,87720
1169,22946173.tif,286,255,255,255,62.184,72930,72930
1170,22946173.tif,288,255,255,255,62.77,73440,73440
1171,22946173.tif,415,255,255,255,75.841,105825,105825
1172,22946173.tif,336,255,255,255,67.355,85680,85680
1173,22946173.tif,299,255,255,255,63.113,76245,76245
1174,22946173.tif,442,255,255,255,78.669,112710,112710
1175,22946173.tif,269,255,255,255,63.841,68595,68595
1176,22946173.tif,237,255,255,255,57.213,60435,60435
1177,22946173.tif,296,255,255,255,64.527,75480,75480
1178,22946173.tif,244,255,255,255,58.77,62220,62220
1179,22946173.tif,280,255,255,255,63.012,71400,71400
1180,22946173.tif,269,255,255,255,61.012,68595,68595
1181,22946173.tif,258,255,255,255,61.113,65790,65790
1182,22946173.tif,378,255,255,255,72.426,96390,96390
1183,22946173.tif,247,255,255,255,58.77,62985,62985
1184,22946173.tif,470,255,255,255,79.841,119850,119850
1185,22946173.tif,357,255,255,255,68.77,91035,91035
1186,22946173.tif,405,255,255,255,73.941,103275,103275
1187,22946173.tif,294,255,255,255,64.669,74970,74970
1188,22946173.tif,267,255,255,255,59.941,68085,68085
1189,22946173.tif,267,255,255,255,61.456,68085,68085
1190,22946173.tif,347,255,255,255,68.426,88485,88485
1191,22946173.tif,267,255,255,255,61.012,68085,68085
1192,22946173.tif,262,255,255,255,59.355,66810,66810
1193,22946173.tif,276,255,255,255,61.113,70380,70380
1194,22946173.tif,260,255,255,255,59.941,66300,66300
1195,22946173.tif,265,255,255,255,61.598,67575,67575
1196,22946173.tif,226,255,255,255,56.042,57630,57630
1197,22946173.tif,357,255,255,255,71.012,91035,91035
1198,22946173.tif,435,255,255,255,77.255,110925,110925
1199,22946173.tif,293,255,255,255,63.355,74715,74715
1200,22946173.tif,284,255,255,255,61.355,72420,72420
1201,22946173.tif,301,255,255,255,65.598,76755,76755
1202,22946173.tif,255,255,255,255,61.598,65025,65025
1203,22946173.tif,271,255,255,255,61.941,69105,69105
1204,22946173.tif,270,255,255,255,61.941,68850,68850
1205,22946173.tif,324,255,255,255,67.355,82620,82620
1206,22946173.tif,277,255,255,255,60.77,70635,70635
1207,22946173.tif,283,255,255,255,61.355,72165,72165
1208,22946173.tif,283,255,255,255,61.355,72165,72165
1209,22946173.tif,306,255,255,255,67.841,78030,78030
1210,22946173.tif,268,255,255,255,61.355,68340,68340
1211,22946173.tif,363,255,255,255,71.012,92565,92565
1212,22946173.tif,239,255,255,255,56.284,60945,60945
1213,22946173.tif,288,255,255,255,62.527,73440,73440
1214,22946173.tif,283,255,255,255,62.77,72165,72165
1215,22946173.tif,427,255,255,255,77.012,108885,108885
1216,22946173.tif,497,255,255,255,83.012,126735,126735
1217,22946173.tif,216,255,255,255,56.184,55080,55080
1218,22946173.tif,335,255,255,255,67.355,85425,85425
1219,22946173.tif,244,255,255,255,57.941,62220,62220
1220,22946173.tif,364,255,255,255,70.77,92820,92820
1221,22946173.tif,225,255,255,255,57.355,57375,57375
1222,22946173.tif,235,255,255,255,59.698,59925,59925
1223,22946173.tif,484,255,255,255,81.355,123420,123420
1224,22946173.tif,290,255,255,255,62.77,73950,73950
1225,22946173.tif,386,255,255,255,72.77,98430,98430
1226,22946173.tif,288,255,255,255,62.184,73440,73440
1227,22946173.tif,241,255,255,255,58.77,61455,61455
1228,22946173.tif,349,255,255,255,68.77,88995,88995
1229,22946173.tif,443,255,255,255,77.255,112965,112965
1230,22946173.tif,263,255,255,255,60.184,67065,67065
1231,22946173.tif,289,255,255,255,63.598,73695,73695
1232,22946173.tif,460,255,255,255,81.012,117300,117300
1233,22946173.tif,279,255,255,255,60.77,71145,71145
1234,22946173.tif,279,255,255,255,61.941,71145,71145
1235,22946173.tif,235,255,255,255,59.355,59925,59925
1236,22946173.tif,283,255,255,255,60.77,72165,72165
1237,22946173.tif,307,255,255,255,64.527,78285,78285
1238,22946173.tif,458,255,255,255,80.912,116790,116790
1239,22946173.tif,329,255,255,255,66.184,83895,83895
1240,22946173.tif,269,255,255,255,61.355,68595,68595
1241,22946173.tif,298,255,255,255,63.113,75990,75990
1242,22946173.tif,302,255,255,255,64.77,77010,77010
1243,22946173.tif,265,255,255,255,59.113,67575,67575
1244,22946173.tif,332,255,255,255,68.184,84660,84660
1245,22946173.tif,420,255,255,255,76.083,107100,107100
1246,22946173.tif,275,255,255,255,61.698,70125,70125
1247,22946173.tif,434,255,255,255,80.184,110670,110670
1248,22946173.tif,257,255,255,255,60.426,65535,65535
1249,22946173.tif,279,255,255,255,60.527,71145,71145
1250,22946173.tif,461,255,255,255,79.355,117555,117555
1251,22946173.tif,267,255,255,255,59.941,68085,68085
1252,22946173.tif,218,255,255,255,54.527,55590,55590
1253,22946173.tif,262,255,255,255,59.355,66810,66810
1254,22946173.tif,255,255,255,255,58.77,65025,65025
1255,22946173.tif,341,255,255,255,69.598,86955,86955
1256,22946173.tif,277,255,255,255,61.355,70635,70635
1257,22946173.tif,313,255,255,255,66.426,79815,79815
1258,22946173.tif,308,255,255,255,63.941,78540,78540
1259,22946173.tif,321,255,255,255,66.426,81855,81855
1260,22946173.tif,300,255,255,255,64.527,76500,76500
1261,22946173.tif,292,255,255,255,63.598,74460,74460
1262,22946173.tif,340,255,255,255,68.77,86700,86700
1263,22946173.tif,293,255,255,255,64.184,74715,74715
1264,22946173.tif,300,255,255,255,63.698,76500,76500
1265,22946173.tif,273,255,255,255,60.184,69615,69615
1266,22946173.tif,410,255,255,255,74.426,104550,104550
1267,22946173.tif,461,255,255,255,80.426,117555,117555
1268,22946173.tif,279,255,255,255,62.77,71145,71145
1269,22946173.tif,341,255,255,255,68.426,86955,86955
1270,22946173.tif,287,255,255,255,63.598,73185,73185
1271,22946173.tif,290,255,255,255,64.184,73950,73950
1272,22946173.tif,264,255,255,255,59.355,67320,67320
1273,22946173.tif,242,255,255,255,57.355,61710,61710
1274,22946173.tif,290,255,255,255,62.426,73950,73950
1275,22946173.tif,268,255,255,255,59.941,68340,68340
1276,22946173.tif,286,255,255,255,61.355,72930,72930
1277,22946173.tif,468,255,255,255,83.255,119340,119340
1278,22946173.tif,264,255,255,255,59.698,67320,67320
1279,22946173.tif,350,255,255,255,69.012,89250,89250
1280,22946173.tif,258,255,255,255,58.527,65790,65790
1281,22946173.tif,277,255,255,255,61.355,70635,70635
1282,22946173.tif,330,255,255,255,67.598,84150,84150
1283,22946173.tif,280,255,255,255,62.527,71400,71400
1284,22946173.tif,336,255,255,255,68.184,85680,85680
1285,22946173.tif,472,255,255,255,81.255,120360,120360
1286,22946173.tif,252,255,255,255,60.77,64260,64260
1287,22946173.tif,272,255,255,255,63.698,69360,69360
1288,22946173.tif,305,255,255,255,65.698,77775,77775
1289,22946173.tif,335,255,255,255,67.598,85425,85425
1290,22946173.tif,275,255,255,255,61.355,70125,70125
1291,22946173.tif,392,255,255,255,74.083,99960,99960
1292,22946173.tif,266,255,255,255,59.698,67830,67830
1293,22946173.tif,344,255,255,255,71.598,87720,87720
1294,22946173.tif,363,255,255,255,72.184,92565,92565
1295,22946173.tif,266,255,255,255,59.113,67830,67830
1296,22946173.tif,314,255,255,255,66.527,80070,80070
1297,22946173.tif,279,255,255,255,60.527,71145,71145
1298,22946173.tif,459,255,255,255,78.426,117045,117045
1299,22946173.tif,254,255,255,255,60.77,64770,64770
1300,22946173.tif,346,255,255,255,67.355,88230,88230
1301,22946173.tif,293,255,255,255,64.426,74715,74715
1302,22946173.tif,268,255,255,255,60.426,68340,68340
1303,22946173.tif,281,255,255,255,64.426,71655,71655
1304,22946173.tif,289,255,255,255,66.87,73695,73695
1305,22946173.tif,288,255,255,255,64.184,73440,73440
1306,22946173.tif,320,255,255,255,67.598,81600,81600
1307,22946173.tif,349,255,255,255,70.87,88995,88995
1308,22946173.tif,500,255,255,255,85.983,127500,127500
1309,22946173.tif,325,255,255,255,67.841,82875,82875
1310,22946173.tif,274,255,255,255,61.355,69870,69870
1311,22946173.tif,279,255,255,255,61.355,71145,71145
1312,22946173.tif,281,255,255,255,64.527,71655,71655
1313,22946173.tif,311,255,255,255,66.77,79305,79305
1314,22946173.tif,265,255,255,255,61.012,67575,67575
1315,22946173.tif,324,255,255,255,65.255,82620,82620
1316,22946173.tif,454,255,255,255,78.426,115770,115770
1317,22946173.tif,301,255,255,255,63.698,76755,76755
1318,22946173.tif,319,255,255,255,65.012,81345,81345
1319,22946173.tif,489,255,255,255,81.841,124695,124695
1320,22946173.tif,292,255,255,255,63.355,74460,74460
1321,22946173.tif,278,255,255,255,61.355,70890,70890
1322,22946173.tif,290,255,255,255,62.527,73950,73950
1323,22946173.tif,269,255,255,255,59.355,68595,68595
1324,22946173.tif,452,255,255,255,80.569,115260,115260
1325,22946173.tif,415,255,255,255,76.083,105825,105825
1326,22946173.tif,289,255,255,255,61.941,73695,73695
1327,22946173.tif,278,255,255,255,62.77,70890,70890
1328,22946173.tif,433,255,255,255,76.426,110415,110415
1329,22946173.tif,279,255,255,255,61.012,71145,71145
1330,22946173.tif,285,255,255,255,62.77,72675,72675
1331,22946173.tif,361,255,255,255,69.598,92055,92055
1332,22946173.tif,319,255,255,255,68.527,81345,81345
1333,22946173.tif,343,255,255,255,70.77,87465,87465
1334,22946173.tif,313,255,255,255,65.012,79815,79815
1335,22946173.tif,271,255,255,255,59.941,69105,69105
1336,22946173.tif,433,255,255,255,77.012,110415,110415
1337,22946173.tif,331,255,255,255,68.083,84405,84405
1338,22946173.tif,298,255,255,255,68.184,75990,75990
1339,22946173.tif,297,255,255,255,64.184,75735,75735
1340,22946173.tif,280,255,255,255,61.941,71400,71400
1341,22946173.tif,453,255,255,255,78.426,115515,115515
1342,22946173.tif,281,255,255,255,61.355,71655,71655
1343,22946173.tif,240,255,255,255,56.284,61200,61200
1344,22946173.tif,245,255,255,255,57.941,62475,62475
1345,22946173.tif,274,255,255,255,62.184,69870,69870
1346,22946173.tif,281,255,255,255,62.77,71655,71655
1347,22946173.tif,275,255,255,255,61.355,70125,70125
1348,22946173.tif,280,255,255,255,61.941,71400,71400
1349,22946173.tif,450,255,255,255,81.255,114750,114750
1350,22946173.tif,399,255,255,255,74.77,101745,101745
1351,22946173.tif,491,255,255,255,80.669,125205,125205
1352,22946173.tif,330,255,255,255,69.355,84150,84150
1353,22946173.tif,303,255,255,255,63.941,77265,77265
1354,22946173.tif,281,255,255,255,64.527,71655,71655
1355,22946173.tif,310,255,255,255,66.669,79050,79050
1356,22946173.tif,328,255,255,255,73.012,83640,83640
1357,22946173.tif,285,255,255,255,63.598,72675,72675
1358,22946173.tif,434,255,255,255,78.669,110670,110670
1359,22946173.tif,287,255,255,255,62.184,73185,73185
1360,22946173.tif,278,255,255,255,61.355,70890,70890
1361,22946173.tif,329,255,255,255,66.77,83895,83895
1362,22946173.tif,295,255,255,255,63.698,75225,75225
1363,22946173.tif,456,255,255,255,80.184,116280,116280
1364,22946173.tif,294,255,255,255,63.355,74970,74970
1365,22946173.tif,322,255,255,255,66.184,82110,82110
1366,22946173.tif,243,255,255,255,59.113,61965,61965
1367,22946173.tif,281,255,255,255,61.598,71655,71655
1368,22946173.tif,318,255,255,255,65.941,81090,81090
1369,22946173.tif,397,255,255,255,74.87,101235,101235
1370,22946173.tif,356,255,255,255,70.669,90780,90780
1371,22946173.tif,212,255,255,255,53.113,54060,54060
1372,22946173.tif,297,255,255,255,63.698,75735,75735
1373,22946173.tif,288,255,255,255,61.698,73440,73440
1374,22946173.tif,288,255,255,255,65.355,73440,73440
1375,22946173.tif,290,255,255,255,63.456,73950,73950
1376,22946173.tif,343,255,255,255,68.184,87465,87465
1377,22946173.tif,304,255,255,255,63.941,77520,77520
1378,22946173.tif,271,255,255,255,61.355,69105,69105
1379,22946173.tif,265,255,255,255,61.355,67575,67575
1380,22946173.tif,346,255,255,255,70.184,88230,88230
1381,22946173.tif,293,255,255,255,63.255,74715,74715
1382,22946173.tif,281,255,255,255,61.598,71655,71655
1383,22946173.tif,276,255,255,255,61.598,70380,70380
1384,22946173.tif,290,255,255,255,61.355,73950,73950
1385,22946173.tif,293,255,255,255,66.284,74715,74715
1386,22946173.tif,367,255,255,255,69.012,93585,93585
1387,22946173.tif,330,255,255,255,68.87,84150,84150
1388,22946173.tif,285,255,255,255,61.355,72675,72675
1389,22946173.tif,353,255,255,255,69.355,90015,90015
1390,22946173.tif,271,255,255,255,61.355,69105,69105
1391,22946173.tif,257,255,255,255,58.184,65535,65535
1392,22946173.tif,308,255,255,255,66.184,78540,78540
1393,22946173.tif,300,255,255,255,63.355,76500,76500
1394,22946173.tif,239,255,255,255,56.77,60945,60945
1395,22946173.tif,407,255,255,255,75.012,103785,103785
1396,22946173.tif,285,255,255,255,62.527,72675,72675
1397,22946173.tif,391,255,255,255,77.113,99705,99705
1398,22946173.tif,289,255,255,255,62.669,73695,73695
1399,22946173.tif,453,255,255,255,78.426,115515,115515
1400,22946173.tif,274,255,255,255,60.527,69870,69870
1401,22946173.tif,321,255,255,255,67.598,81855,81855
1402,22946173.tif,297,255,255,255,65.213,75735,75735
1403,22946173.tif,284,255,255,255,62.77,72420,72420
1404,22946173.tif,316,255,255,255,65.355,80580,80580
1405,22946173.tif,283,255,255,255,63.941,72165,72165
1406,22946173.tif,353,255,255,255,70.527,90015,90015
1407,22946173.tif,357,255,255,255,68.184,91035,91035
1408,22946173.tif,258,255,255,255,66.042,65790,65790
1409,22946173.tif,306,255,255,255,65.113,78030,78030
1410,22946173.tif,250,255,255,255,60.87,63750,63750
1411,22946173.tif,255,255,255,255,61.213,65025,65025
1412,22946173.tif,264,255,255,255,61.255,67320,67320
1413,22946173.tif,299,255,255,255,64.184,76245,76245
1414,22946173.tif,319,255,255,255,65.355,81345,81345
1415,22946173.tif,389,255,255,255,73.255,99195,99195
1416,22946173.tif,342,255,255,255,67.941,87210,87210
1417,22946173.tif,320,255,255,255,65.355,81600,81600
1418,22946173.tif,287,255,255,255,61.941,73185,73185
1419,22946173.tif,348,255,255,255,70.527,88740,88740
1420,22946173.tif,306,255,255,255,65.598,78030,78030
1421,22946173.tif,496,255,255,255,84.083,126480,126480
1422,22946173.tif,332,255,255,255,68.184,84660,84660
1423,22946173.tif,288,255,255,255,62.527,73440,73440
1424,22946173.tif,284,255,255,255,61.941,72420,72420
1425,22946173.tif,346,255,255,255,68.426,88230,88230
1426,22946173.tif,243,255,255,255,59.841,61965,61965
1427,22946173.tif,260,255,255,255,60.527,66300,66300
1428,22946173.tif,286,255,255,255,63.355,72930,72930
1429,22946173.tif,281,255,255,255,61.598,71655,71655
1430,22946173.tif,273,255,255,255,61.012,69615,69615
1431,22946173.tif,454,255,255,255,79.497,115770,115770
1432,22946173.tif,367,255,255,255,70.184,93585,93585
1433,22946173.tif,285,255,255,255,62.527,72675,72675
1434,22946173.tif,302,255,255,255,64.77,77010,77010
1435,22946173.tif,342,255,255,255,70.77,87210,87210
1436,22946173.tif,321,255,255,255,67.213,81855,81855
1437,22946173.tif,364,255,255,255,70.77,92820,92820
1438,22946173.tif,425,255,255,255,83.012,108375,108375
1439,22946173.tif,281,255,255,255,61.941,71655,71655
1440,22946173.tif,289,255,255,255,62.77,73695,73695
1441,22946173.tif,219,255,255,255,55.113,55845,55845
1442,22946173.tif,463,255,255,255,79.598,118065,118065
1443,22946173.tif,322,255,255,255,65.941,82110,82110
1444,22946173.tif,275,255,255,255,60.87,70125,70125
1445,22946173.tif,280,255,255,255,60.77,71400,71400
1446,22946173.tif,295,255,255,255,64.184,75225,75225
1447,22946173.tif,460,255,255,255,79.497,117300,117300
1448,22946173.tif,310,255,255,255,65.113,79050,79050
1449,22946173.tif,365,255,255,255,73.154,93075,93075
1450,22946173.tif,300,255,255,255,64.77,76500,76500
1451,22946173.tif,320,255,255,255,66.184,81600,81600
1452,22946173.tif,307,255,255,255,63.355,78285,78285
1453,22946173.tif,329,255,255,255,67.355,83895,83895
1454,22946173.tif,463,255,255,255,79.255,118065,118065
1455,22946173.tif,269,255,255,255,60.77,68595,68595
1456,22946173.tif,462,255,255,255,86.083,117810,117810
1457,22946173.tif,274,255,255,255,60.527,69870,69870
1458,22946173.tif,304,255,255,255,65.012,77520,77520
1459,22946173.tif,382,255,255,255,71.355,97410,97410
1460,22946173.tif,347,255,255,255,71.213,88485,88485
1461,22946173.tif,343,255,255,255,69.012,87465,87465
1462,22946173.tif,462,255,255,255,79.255,117810,117810
1463,22946173.tif,297,255,255,255,63.598,75735,75735
1464,22946173.tif,469,255,255,255,80.326,119595,119595
1465,22946173.tif,328,255,255,255,65.598,83640,83640
1466,22946173.tif,293,255,255,255,62.527,74715,74715
1467,22946173.tif,475,255,255,255,80.083,121125,121125
1468,22946173.tif,286,255,255,255,63.698,72930,72930
1469,22946173.tif,418,255,255,255,74.426,106590,106590
1470,22946173.tif,281,255,255,255,60.77,71655,71655
1471,22946173.tif,311,255,255,255,69.113,79305,79305
1472,22946173.tif,285,255,255,255,61.941,72675,72675
1473,22946173.tif,494,255,255,255,82.083,125970,125970
1474,22946173.tif,493,255,255,255,83.255,125715,125715
1475,22946173.tif,321,255,255,255,65.841,81855,81855
1476,22946173.tif,277,255,255,255,61.012,70635,70635
1477,22946173.tif,281,255,255,255,62.184,71655,71655
1478,22946173.tif,494,255,255,255,82.669,125970,125970
1479,22946173.tif,451,255,255,255,78.184,115005,115005
1480,22946173.tif,289,255,255,255,62.527,73695,73695
1481,22946173.tif,315,255,255,255,69.598,80325,80325
1482,22946173.tif,290,255,255,255,61.698,73950,73950
1483,22946173.tif,290,255,255,255,61.941,73950,73950
1484,22946173.tif,293,255,255,255,62.284,74715,74715
1485,22946173.tif,333,255,255,255,67.012,84915,84915
1486,22946173.tif,429,255,255,255,75.841,109395,109395
1487,22946173.tif,231,255,255,255,59.355,58905,58905
1488,22946173.tif,345,255,255,255,67.598,87975,87975
1489,22946173.tif,482,255,255,255,80.912,122910,122910
1490,22946173.tif,272,255,255,255,64.284,69360,69360
1491,22946173.tif,295,255,255,255,65.012,75225,75225
1492,22946173.tif,305,255,255,255,63.941,77775,77775
1493,22946173.tif,474,255,255,255,79.841,120870,120870
1494,22946173.tif,224,255,255,255,56.527,57120,57120
1495,22946173.tif,281,255,255,255,61.698,71655,71655
1496,22946173.tif,429,255,255,255,76.426,109395,109395
1497,22946173.tif,496,255,255,255,87.154,126480,126480
1498,22946173.tif,288,255,255,255,63.355,73440,73440
1499,22946173.tif,433,255,255,255,77.255,110415,110415
1500,22946173.tif,296,255,255,255,63.941,75480,75480
1501,22946173.tif,376,255,255,255,71.012,95880,95880
1502,22946173.tif,477,255,255,255,80.912,121635,121635
1503,22946173.tif,223,255,255,255,57.598,56865,56865
1504,22946173.tif,456,255,255,255,78.184,116280,116280
1505,22946173.tif,320,255,255,255,66.184,81600,81600
1506,22946173.tif,331,255,255,255,66.77,84405,84405
1507,22946173.tif,282,255,255,255,62.184,71910,71910
1508,22946173.tif,310,255,255,255,64.77,79050,79050
1509,22946173.tif,335,255,255,255,67.598,85425,85425
1510,22946173.tif,286,255,255,255,62.77,72930,72930
1511,22946173.tif,376,255,255,255,70.426,95880,95880
1512,22946173.tif,382,255,255,255,73.012,97410,97410
1513,22946173.tif,321,255,255,255,68.083,81855,81855
1514,22946173.tif,272,255,255,255,61.113,69360,69360
1515,22946173.tif,283,255,255,255,65.255,72165,72165
1516,22946173.tif,317,255,255,255,65.941,80835,80835
1517,22946173.tif,328,255,255,255,67.598,83640,83640
1518,22946173.tif,273,255,255,255,61.355,69615,69615
1519,22946173.tif,293,255,255,255,64.426,74715,74715
1520,22946173.tif,467,255,255,255,80.083,119085,119085
1521,22946173.tif,353,255,255,255,69.497,90015,90015
1522,22946173.tif,279,255,255,255,62.184,71145,71145
1523,22946173.tif,278,255,255,255,61.355,70890,70890
1524,22946173.tif,350,255,255,255,67.941,89250,89250
1525,22946173.tif,295,255,255,255,64.184,75225,75225
1526,22946173.tif,497,255,255,255,83.154,126735,126735
1527,22946173.tif,280,255,255,255,61.941,71400,71400
1528,22946173.tif,263,255,255,255,59.355,67065,67065
